"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"POL","EDUADULT","TRY","PC_25_64","A","2017",29.919453,
"POL","EDUADULT","TRY","PC_25_64","A","2018",30.919592,
"POL","EDUADULT","TRY","PC_25_64","A","2019",32.014767,
"POL","EDUADULT","TRY","PC_25_64","A","2020",32.875156,
"POL","EDUADULT","TRY","PC_25_64","A","2021",33.234364,
"PRT","EDUADULT","TRY","PC_25_64","A","2008",14.300379,
"PRT","EDUADULT","TRY","PC_25_64","A","2009",14.66682,
"PRT","EDUADULT","TRY","PC_25_64","A","2010",15.445285,
"PRT","EDUADULT","TRY","PC_25_64","A","2011",17.25703,
"PRT","EDUADULT","TRY","PC_25_64","A","2012",18.534111,
"PRT","EDUADULT","TRY","PC_25_64","A","2013",19.307142,
"PRT","EDUADULT","TRY","PC_25_64","A","2014",21.7169,
"PRT","EDUADULT","TRY","PC_25_64","A","2015",22.857506,
"PRT","EDUADULT","TRY","PC_25_64","A","2016",23.855154,
"PRT","EDUADULT","TRY","PC_25_64","A","2017",24.039421,
"PRT","EDUADULT","TRY","PC_25_64","A","2018",24.984337,
"PRT","EDUADULT","TRY","PC_25_64","A","2019",26.284128,
"PRT","EDUADULT","TRY","PC_25_64","A","2020",28.164339,
"PRT","EDUADULT","TRY","PC_25_64","A","2021",31.08424,
"SVK","EDUADULT","TRY","PC_25_64","A","2008",14.763523,
"SVK","EDUADULT","TRY","PC_25_64","A","2009",15.762831,
"SVK","EDUADULT","TRY","PC_25_64","A","2010",17.327984,
"SVK","EDUADULT","TRY","PC_25_64","A","2011",18.617317,
"SVK","EDUADULT","TRY","PC_25_64","A","2012",18.979084,
"SVK","EDUADULT","TRY","PC_25_64","A","2013",19.87734,
"SVK","EDUADULT","TRY","PC_25_64","A","2014",20.379578,
"SVK","EDUADULT","TRY","PC_25_64","A","2015",21.149881,
"SVK","EDUADULT","TRY","PC_25_64","A","2016",21.979519,
"SVK","EDUADULT","TRY","PC_25_64","A","2017",23.095415,
"SVK","EDUADULT","TRY","PC_25_64","A","2018",24.58342,
"SVK","EDUADULT","TRY","PC_25_64","A","2019",25.786274,
"SVK","EDUADULT","TRY","PC_25_64","A","2020",26.773348,
"SVK","EDUADULT","TRY","PC_25_64","A","2021",27.911043,
"ESP","EDUADULT","TRY","PC_25_64","A","2008",29.519304,
"ESP","EDUADULT","TRY","PC_25_64","A","2009",29.989544,
"ESP","EDUADULT","TRY","PC_25_64","A","2010",31.016668,
"ESP","EDUADULT","TRY","PC_25_64","A","2011",31.91456,
"ESP","EDUADULT","TRY","PC_25_64","A","2012",32.649994,
"ESP","EDUADULT","TRY","PC_25_64","A","2013",33.734821,
"ESP","EDUADULT","TRY","PC_25_64","A","2014",34.678776,
"ESP","EDUADULT","TRY","PC_25_64","A","2015",35.081161,
"ESP","EDUADULT","TRY","PC_25_64","A","2016",35.693489,
"ESP","EDUADULT","TRY","PC_25_64","A","2017",36.351273,
"ESP","EDUADULT","TRY","PC_25_64","A","2018",37.252804,
"ESP","EDUADULT","TRY","PC_25_64","A","2019",38.596992,
"ESP","EDUADULT","TRY","PC_25_64","A","2020",39.68692,
"ESP","EDUADULT","TRY","PC_25_64","A","2021",40.703045,
"SWE","EDUADULT","TRY","PC_25_64","A","2008",32.02702,
"SWE","EDUADULT","TRY","PC_25_64","A","2009",33.060085,
"SWE","EDUADULT","TRY","PC_25_64","A","2010",33.868935,
"SWE","EDUADULT","TRY","PC_25_64","A","2011",35.174355,
"SWE","EDUADULT","TRY","PC_25_64","A","2012",35.698952,
"SWE","EDUADULT","TRY","PC_25_64","A","2013",37.034386,
"SWE","EDUADULT","TRY","PC_25_64","A","2014",38.700306,
"SWE","EDUADULT","TRY","PC_25_64","A","2015",39.786552,
"SWE","EDUADULT","TRY","PC_25_64","A","2016",41.139179,
"SWE","EDUADULT","TRY","PC_25_64","A","2017",41.936691,
"SWE","EDUADULT","TRY","PC_25_64","A","2018",43.247318,
"SWE","EDUADULT","TRY","PC_25_64","A","2019",43.970543,
"SWE","EDUADULT","TRY","PC_25_64","A","2020",44.608795,
"SWE","EDUADULT","TRY","PC_25_64","A","2021",46.648315,
"CHE","EDUADULT","TRY","PC_25_64","A","2008",33.652287,
"CHE","EDUADULT","TRY","PC_25_64","A","2009",35.020153,
"CHE","EDUADULT","TRY","PC_25_64","A","2010",33.881504,
"CHE","EDUADULT","TRY","PC_25_64","A","2011",34.000179,
"CHE","EDUADULT","TRY","PC_25_64","A","2012",35.291126,
"CHE","EDUADULT","TRY","PC_25_64","A","2013",37.407192,
"CHE","EDUADULT","TRY","PC_25_64","A","2014",38.428497,
"CHE","EDUADULT","TRY","PC_25_64","A","2015",39.782719,
"CHE","EDUADULT","TRY","PC_25_64","A","2016",41.235474,
"CHE","EDUADULT","TRY","PC_25_64","A","2017",42.594601,
"CHE","EDUADULT","TRY","PC_25_64","A","2018",43.744415,
"CHE","EDUADULT","TRY","PC_25_64","A","2019",44.412537,
"CHE","EDUADULT","TRY","PC_25_64","A","2020",45.277538,
"CHE","EDUADULT","TRY","PC_25_64","A","2021",45.002983,
"TUR","EDUADULT","TRY","PC_25_64","A","2008",12.040659,
"TUR","EDUADULT","TRY","PC_25_64","A","2009",12.710275,
"TUR","EDUADULT","TRY","PC_25_64","A","2010",13.118464,
"TUR","EDUADULT","TRY","PC_25_64","A","2011",14.034094,
"TUR","EDUADULT","TRY","PC_25_64","A","2012",15.290227,
"TUR","EDUADULT","TRY","PC_25_64","A","2013",15.907355,
"TUR","EDUADULT","TRY","PC_25_64","A","2014",16.693634,
"TUR","EDUADULT","TRY","PC_25_64","A","2015",18.020138,
"TUR","EDUADULT","TRY","PC_25_64","A","2016",19.362528,
"TUR","EDUADULT","TRY","PC_25_64","A","2017",20.013071,
"TUR","EDUADULT","TRY","PC_25_64","A","2018",20.780222,
"TUR","EDUADULT","TRY","PC_25_64","A","2019",21.951159,
"TUR","EDUADULT","TRY","PC_25_64","A","2021",24.452457,
"GBR","EDUADULT","TRY","PC_25_64","A","2008",35.216167,
"GBR","EDUADULT","TRY","PC_25_64","A","2009",36.984959,
"GBR","EDUADULT","TRY","PC_25_64","A","2010",38.187191,
"GBR","EDUADULT","TRY","PC_25_64","A","2011",39.412373,
"GBR","EDUADULT","TRY","PC_25_64","A","2012",40.977753,
"GBR","EDUADULT","TRY","PC_25_64","A","2013",41.891979,
"GBR","EDUADULT","TRY","PC_25_64","A","2014",42.217449,
"GBR","EDUADULT","TRY","PC_25_64","A","2015",44.197987,
"GBR","EDUADULT","TRY","PC_25_64","A","2016",45.766762,
"GBR","EDUADULT","TRY","PC_25_64","A","2017",45.744305,
"GBR","EDUADULT","TRY","PC_25_64","A","2018",45.781677,
"GBR","EDUADULT","TRY","PC_25_64","A","2019",47.189125,
"GBR","EDUADULT","TRY","PC_25_64","A","2020",49.39045,
"GBR","EDUADULT","TRY","PC_25_64","A","2021",50.145672,
"USA","EDUADULT","TRY","PC_25_64","A","2008",41.10516,
"USA","EDUADULT","TRY","PC_25_64","A","2009",41.214626,
"USA","EDUADULT","TRY","PC_25_64","A","2010",41.662415,
"USA","EDUADULT","TRY","PC_25_64","A","2011",42.44838,
"USA","EDUADULT","TRY","PC_25_64","A","2012",43.052437,
"USA","EDUADULT","TRY","PC_25_64","A","2013",43.910252,
"USA","EDUADULT","TRY","PC_25_64","A","2014",44.224617,
"USA","EDUADULT","TRY","PC_25_64","A","2015",44.629398,
"USA","EDUADULT","TRY","PC_25_64","A","2016",45.666355,
"USA","EDUADULT","TRY","PC_25_64","A","2017",46.3568,
"USA","EDUADULT","TRY","PC_25_64","A","2018",47.431145,
"USA","EDUADULT","TRY","PC_25_64","A","2019",48.340187,
"USA","EDUADULT","TRY","PC_25_64","A","2020",50.055275,
"USA","EDUADULT","TRY","PC_25_64","A","2021",50.316986,
"BRA","EDUADULT","TRY","PC_25_64","A","2008",10.795494,
"BRA","EDUADULT","TRY","PC_25_64","A","2009",10.863071,
"BRA","EDUADULT","TRY","PC_25_64","A","2011",11.614742,
"BRA","EDUADULT","TRY","PC_25_64","A","2012",12.993286,
"BRA","EDUADULT","TRY","PC_25_64","A","2013",13.746482,
"BRA","EDUADULT","TRY","PC_25_64","A","2014",14.321353,
"BRA","EDUADULT","TRY","PC_25_64","A","2015",14.794608,
"BRA","EDUADULT","TRY","PC_25_64","A","2016",16.858622,
"BRA","EDUADULT","TRY","PC_25_64","A","2017",17.146753,
"BRA","EDUADULT","TRY","PC_25_64","A","2018",18.355165,
"BRA","EDUADULT","TRY","PC_25_64","A","2019",18.71954,
"BRA","EDUADULT","TRY","PC_25_64","A","2020",20.057917,
"BRA","EDUADULT","TRY","PC_25_64","A","2021",20.678915,
"CHL","EDUADULT","TRY","PC_25_64","A","2009",17.120726,
"CHL","EDUADULT","TRY","PC_25_64","A","2011",17.813892,
"CHL","EDUADULT","TRY","PC_25_64","A","2013",21.089819,
"CHL","EDUADULT","TRY","PC_25_64","A","2015",22.475199,
"CHL","EDUADULT","TRY","PC_25_64","A","2017",25.168179,
"CHL","EDUADULT","TRY","PC_25_64","A","2020",31.439775,
"CHN","EDUADULT","TRY","PC_25_64","A","2010",9.6811743,
"CHN","EDUADULT","TRY","PC_25_64","A","2020",18.535316,
"COL","EDUADULT","TRY","PC_25_64","A","2014",22.356598,
"COL","EDUADULT","TRY","PC_25_64","A","2015",21.562889,
"COL","EDUADULT","TRY","PC_25_64","A","2016",22.247128,
"COL","EDUADULT","TRY","PC_25_64","A","2017",22.491623,
"COL","EDUADULT","TRY","PC_25_64","A","2018",23.391361,
"COL","EDUADULT","TRY","PC_25_64","A","2019",23.819326,
"COL","EDUADULT","TRY","PC_25_64","A","2020",24.594643,
"COL","EDUADULT","TRY","PC_25_64","A","2021",25.207756,
"EST","EDUADULT","TRY","PC_25_64","A","2008",34.176804,
"EST","EDUADULT","TRY","PC_25_64","A","2009",36.065544,
"EST","EDUADULT","TRY","PC_25_64","A","2010",35.423084,
"EST","EDUADULT","TRY","PC_25_64","A","2011",36.889767,
"EST","EDUADULT","TRY","PC_25_64","A","2012",37.605877,
"EST","EDUADULT","TRY","PC_25_64","A","2013",37.345535,
"EST","EDUADULT","TRY","PC_25_64","A","2014",37.499954,
"EST","EDUADULT","TRY","PC_25_64","A","2015",38.030697,
"EST","EDUADULT","TRY","PC_25_64","A","2016",38.756851,
"EST","EDUADULT","TRY","PC_25_64","A","2017",39.663879,
"EST","EDUADULT","TRY","PC_25_64","A","2018",41.130722,
"EST","EDUADULT","TRY","PC_25_64","A","2019",41.368298,
"EST","EDUADULT","TRY","PC_25_64","A","2020",42.209454,
"EST","EDUADULT","TRY","PC_25_64","A","2021",41.226608,
"IDN","EDUADULT","TRY","PC_25_64","A","2008",6.4554873,
"IDN","EDUADULT","TRY","PC_25_64","A","2009",7.5285029,
"IDN","EDUADULT","TRY","PC_25_64","A","2010",7.9779863,
"IDN","EDUADULT","TRY","PC_25_64","A","2011",8.1564999,
"IDN","EDUADULT","TRY","PC_25_64","A","2012",9.007103,
"IDN","EDUADULT","TRY","PC_25_64","A","2013",9.3885174,
"IDN","EDUADULT","TRY","PC_25_64","A","2014",9.6783018,
"IDN","EDUADULT","TRY","PC_25_64","A","2015",10.567527,
"IDN","EDUADULT","TRY","PC_25_64","A","2016",11.338527,
"IDN","EDUADULT","TRY","PC_25_64","A","2017",11.857569,
"IDN","EDUADULT","TRY","PC_25_64","A","2018",12.401382,
"IDN","EDUADULT","TRY","PC_25_64","A","2019",12.414515,
"IDN","EDUADULT","TRY","PC_25_64","A","2020",12.801033,
"IDN","EDUADULT","TRY","PC_25_64","A","2021",13.170677,
"ISR","EDUADULT","TRY","PC_25_64","A","2008",43.980537,
"ISR","EDUADULT","TRY","PC_25_64","A","2009",44.880913,
"ISR","EDUADULT","TRY","PC_25_64","A","2010",45.560074,
"ISR","EDUADULT","TRY","PC_25_64","A","2011",46.396889,
"ISR","EDUADULT","TRY","PC_25_64","A","2012",46.441711,
"ISR","EDUADULT","TRY","PC_25_64","A","2013",47.421043,
"ISR","EDUADULT","TRY","PC_25_64","A","2014",48.53273,
"ISR","EDUADULT","TRY","PC_25_64","A","2015",48.824478,
"ISR","EDUADULT","TRY","PC_25_64","A","2016",49.895348,
"ISR","EDUADULT","TRY","PC_25_64","A","2017",50.91605,
"ISR","EDUADULT","TRY","PC_25_64","A","2018",50.201576,
"ISR","EDUADULT","TRY","PC_25_64","A","2019",50.246292,
"ISR","EDUADULT","TRY","PC_25_64","A","2020",50.12072,
"ISR","EDUADULT","TRY","PC_25_64","A","2021",49.688583,
"LVA","EDUADULT","TRY","PC_25_64","A","2008",24.822483,
"LVA","EDUADULT","TRY","PC_25_64","A","2009",25.846195,
"LVA","EDUADULT","TRY","PC_25_64","A","2010",26.946114,
"LVA","EDUADULT","TRY","PC_25_64","A","2011",27.69327,
"LVA","EDUADULT","TRY","PC_25_64","A","2012",29.227177,
"LVA","EDUADULT","TRY","PC_25_64","A","2013",31.011995,
"LVA","EDUADULT","TRY","PC_25_64","A","2014",30.230137,
"LVA","EDUADULT","TRY","PC_25_64","A","2015",31.591949,
"LVA","EDUADULT","TRY","PC_25_64","A","2016",33.361481,
"LVA","EDUADULT","TRY","PC_25_64","A","2017",33.882294,
"LVA","EDUADULT","TRY","PC_25_64","A","2018",33.939289,
"LVA","EDUADULT","TRY","PC_25_64","A","2019",35.707733,
"LVA","EDUADULT","TRY","PC_25_64","A","2020",37.833885,
"LVA","EDUADULT","TRY","PC_25_64","A","2021",39.00124,
"RUS","EDUADULT","TRY","PC_25_64","A","2010",50.371468,
"RUS","EDUADULT","TRY","PC_25_64","A","2011",50.557613,
"RUS","EDUADULT","TRY","PC_25_64","A","2012",50.516804,
"RUS","EDUADULT","TRY","PC_25_64","A","2013",51.261497,
"RUS","EDUADULT","TRY","PC_25_64","A","2014",51.567863,
"RUS","EDUADULT","TRY","PC_25_64","A","2015",52.42807,
"RUS","EDUADULT","TRY","PC_25_64","A","2016",53.056892,
"RUS","EDUADULT","TRY","PC_25_64","A","2017",56.70015,
"RUS","EDUADULT","TRY","PC_25_64","A","2018",56.725521,
"SVN","EDUADULT","TRY","PC_25_64","A","2008",22.637665,
"SVN","EDUADULT","TRY","PC_25_64","A","2009",23.315817,
"SVN","EDUADULT","TRY","PC_25_64","A","2010",23.716619,
"SVN","EDUADULT","TRY","PC_25_64","A","2011",25.09059,
"SVN","EDUADULT","TRY","PC_25_64","A","2012",26.439035,
"SVN","EDUADULT","TRY","PC_25_64","A","2013",27.880541,
"SVN","EDUADULT","TRY","PC_25_64","A","2014",28.600916,
"SVN","EDUADULT","TRY","PC_25_64","A","2015",30.173296,
"SVN","EDUADULT","TRY","PC_25_64","A","2016",30.735788,
"SVN","EDUADULT","TRY","PC_25_64","A","2017",34.302807,
"SVN","EDUADULT","TRY","PC_25_64","A","2018",32.455208,
"SVN","EDUADULT","TRY","PC_25_64","A","2019",33.283279,
"SVN","EDUADULT","TRY","PC_25_64","A","2020",35.881027,
"SVN","EDUADULT","TRY","PC_25_64","A","2021",40.3,
"ZAF","EDUADULT","TRY","PC_25_64","A","2010",6.860743,
"ZAF","EDUADULT","TRY","PC_25_64","A","2011",7.147109,
"ZAF","EDUADULT","TRY","PC_25_64","A","2012",9.5728703,
"ZAF","EDUADULT","TRY","PC_25_64","A","2013",12.632441,
"ZAF","EDUADULT","TRY","PC_25_64","A","2014",12.759739,
"ZAF","EDUADULT","TRY","PC_25_64","A","2015",13.034455,
"ZAF","EDUADULT","TRY","PC_25_64","A","2016",13.804585,
"ZAF","EDUADULT","TRY","PC_25_64","A","2017",15.495651,
"ZAF","EDUADULT","TRY","PC_25_64","A","2018",15.387996,
"ZAF","EDUADULT","TRY","PC_25_64","A","2019",15.798151,
"ZAF","EDUADULT","TRY","PC_25_64","A","2020",15.839705,
"OAVG","EDUADULT","TRY","PC_25_64","A","2008",28.580724,
"OAVG","EDUADULT","TRY","PC_25_64","A","2009",29.333305,
"OAVG","EDUADULT","TRY","PC_25_64","A","2010",30.240952,
"OAVG","EDUADULT","TRY","PC_25_64","A","2011",30.762404,
"OAVG","EDUADULT","TRY","PC_25_64","A","2012",32.183042,
"OAVG","EDUADULT","TRY","PC_25_64","A","2013",32.652397,
"OAVG","EDUADULT","TRY","PC_25_64","A","2014",33.639394,
"OAVG","EDUADULT","TRY","PC_25_64","A","2015",33.951053,
"OAVG","EDUADULT","TRY","PC_25_64","A","2016",35.249235,
"OAVG","EDUADULT","TRY","PC_25_64","A","2017",35.759683,
"OAVG","EDUADULT","TRY","PC_25_64","A","2018",36.847736,
"OAVG","EDUADULT","TRY","PC_25_64","A","2019",37.904231,
"OAVG","EDUADULT","TRY","PC_25_64","A","2020",39.221042,
"OAVG","EDUADULT","TRY","PC_25_64","A","2021",39.949537,
"ARG","EDUADULT","TRY","PC_25_64","A","2008",18.973812,
"ARG","EDUADULT","TRY","PC_25_64","A","2009",19.518599,
"ARG","EDUADULT","TRY","PC_25_64","A","2010",20.111586,
"ARG","EDUADULT","TRY","PC_25_64","A","2011",20.237337,
"ARG","EDUADULT","TRY","PC_25_64","A","2012",20.556126,
"ARG","EDUADULT","TRY","PC_25_64","A","2013",21.056189,
"ARG","EDUADULT","TRY","PC_25_64","A","2014",20.534544,
"ARG","EDUADULT","TRY","PC_25_64","A","2017",21.406713,
"ARG","EDUADULT","TRY","PC_25_64","A","2018",21.924601,
"ARG","EDUADULT","TRY","PC_25_64","A","2019",22.811752,
"ARG","EDUADULT","TRY","PC_25_64","A","2020",22.400209,
"ARG","EDUADULT","TRY","PC_25_64","A","2021",24.765341,
"IND","EDUADULT","TRY","PC_25_64","A","2011",10.595189,
"IND","EDUADULT","TRY","PC_25_64","A","2012",7.1028476,
"IND","EDUADULT","TRY","PC_25_64","A","2018",11.461905,
"IND","EDUADULT","TRY","PC_25_64","A","2019",12.368952,
"IND","EDUADULT","TRY","PC_25_64","A","2020",12.94724,
"LTU","EDUADULT","TRY","PC_25_64","A","2008",30.408518,
"LTU","EDUADULT","TRY","PC_25_64","A","2009",30.958277,
"LTU","EDUADULT","TRY","PC_25_64","A","2010",32.440029,
"LTU","EDUADULT","TRY","PC_25_64","A","2011",33.489258,
"LTU","EDUADULT","TRY","PC_25_64","A","2012",34.05378,
"LTU","EDUADULT","TRY","PC_25_64","A","2013",35.19833,
"LTU","EDUADULT","TRY","PC_25_64","A","2014",36.668087,
"LTU","EDUADULT","TRY","PC_25_64","A","2015",38.724106,
"LTU","EDUADULT","TRY","PC_25_64","A","2016",39.732628,
"LTU","EDUADULT","TRY","PC_25_64","A","2017",40.273941,
"LTU","EDUADULT","TRY","PC_25_64","A","2018",41.654594,
"LTU","EDUADULT","TRY","PC_25_64","A","2019",43.149418,
"LTU","EDUADULT","TRY","PC_25_64","A","2020",44.13818,
"LTU","EDUADULT","TRY","PC_25_64","A","2021",45.343121,
"CRI","EDUADULT","TRY","PC_25_64","A","2008",22.312418,
"CRI","EDUADULT","TRY","PC_25_64","A","2009",23.416771,
"CRI","EDUADULT","TRY","PC_25_64","A","2010",20.980572,
"CRI","EDUADULT","TRY","PC_25_64","A","2011",21.594719,
"CRI","EDUADULT","TRY","PC_25_64","A","2012",23.244442,
"CRI","EDUADULT","TRY","PC_25_64","A","2013",23.270735,
"CRI","EDUADULT","TRY","PC_25_64","A","2014",23.535925,
"CRI","EDUADULT","TRY","PC_25_64","A","2015",23.136086,
"CRI","EDUADULT","TRY","PC_25_64","A","2016",22.998714,
"CRI","EDUADULT","TRY","PC_25_64","A","2017",22.989092,
"CRI","EDUADULT","TRY","PC_25_64","A","2018",22.601564,
"CRI","EDUADULT","TRY","PC_25_64","A","2019",25.066828,
"CRI","EDUADULT","TRY","PC_25_64","A","2020",25.112001,
"CRI","EDUADULT","TRY","PC_25_64","A","2021",24.640232,
"G20","EDUADULT","TRY","PC_25_64","A","2010",27.800929,
"G20","EDUADULT","TRY","PC_25_64","A","2011",27.505954,
"G20","EDUADULT","TRY","PC_25_64","A","2012",28.318749,
"G20","EDUADULT","TRY","PC_25_64","A","2018",32.830191,
"G20","EDUADULT","TRY","PC_25_64","A","2019",32.160468,
"G20","EDUADULT","TRY","PC_25_64","A","2020",32.903404,
